Date Time,CS2-1-dO,CS2-2-dO,CS2-3-dO,CS2-4-dO,CS2-5-dO,CS2-6-dO,CS2-7-dO,CS2-8-dO,CS2-9-dO,CS2-10-dO,CS2-11-dO,CS2-12-dO,CS2-1-pH,CS2-2-pH,CS2-3-pH,CS2-4-pH,CS2-5-pH,CS2-6-pH,CS2-7-pH,CS2-8-pH,CS2-9-pH,CS2-10-pH,CS2-11-pH,CS2-12-pH,CS2-1-LH,CS2-2-LH,CS2-3-LH,CS2-4-LH,CS2-5-LH,CS2-6-LH,CS2-7-LH,CS2-8-LH,CS2-9-LH,CS2-10-LH,CS2-11-LH,CS2-12-LH,CS2-1-O2,CS2-2-O2,CS2-3-O2,CS2-4-O2,CS2-5-O2,CS2-6-O2,CS2-7-O2,CS2-8-O2,CS2-9-O2,CS2-10-O2,CS2-11-O2,CS2-12-O2,CS2-1-Air,CS2-2-Air,CS2-3-Air,CS2-4-Air,CS2-5-Air,CS2-6-Air,CS2-7-Air,CS2-8-Air,CS2-9-Air,CS2-10-Air,CS2-11-Air,CS2-12-Air,CS2-1-N2,CS2-2-N2,CS2-3-N2,CS2-4-N2,CS2-5-N2,CS2-6-N2,CS2-7-N2,CS2-8-N2,CS2-9-N2,CS2-10-N2,CS2-11-N2,CS2-12-N2,CS2-1-Temperature,CS2-2-Temperature,CS2-3-Temperature,CS2-4-Temperature,CS2-5-Temperature,CS2-6-Temperature,CS2-7-Temperature,CS2-8-Temperature,CS2-9-Temperature,CS2-10-Temperature,CS2-11-Temperature,CS2-12-Temperature,CS2-1-TOTAL_ACID_ADDITION,CS2-2-TOTAL_ACID_ADDITION,CS2-3-TOTAL_ACID_ADDITION,CS2-4-TOTAL_ACID_ADDITION,CS2-5-TOTAL_ACID_ADDITION,CS2-6-TOTAL_ACID_ADDITION,CS2-7-TOTAL_ACID_ADDITION,CS2-8-TOTAL_ACID_ADDITION,CS2-9-TOTAL_ACID_ADDITION,CS2-10-TOTAL_ACID_ADDITION,CS2-11-TOTAL_ACID_ADDITION,CS2-12-TOTAL_ACID_ADDITION,CS2-2-TOTAL_BASE_ADDITION,CS2-1-TOTAL_BASE_ADDITION,CS2-3-TOTAL_BASE_ADDITION,CS2-4-TOTAL_BASE_ADDITION,CS2-5-TOTAL_BASE_ADDITION,CS2-6-TOTAL_BASE_ADDITION,CS2-7-TOTAL_BASE_ADDITION,CS2-8-TOTAL_BASE_ADDITION,CS2-9-TOTAL_BASE_ADDITION,CS2-10-TOTAL_BASE_ADDITION,CS2-11-TOTAL_BASE_ADDITION,CS2-12-TOTAL_BASE_ADDITION
3/1/2022 17:53,64.05,57.88,59.95,59.52,57.92,0,0,59.32,48.4,0,59.66,59.62,7.15,7.17,7.08,7.12,7.16,7.1,7.17,7.1,6.96,7.06,7.1,7.02,,,,,,,,,,,,,23.724,24.895,8.408,9.309,26.396,30,30,19.429,30,30,6.967,4.204,6.276,5.105,21.592,20.691,3.604,0,0,10.571,0,0,23.033,25.796,0,0,0,0,0,0,0,0,0,0,0,0,29.83,29.94,29.93,30.01,29.84,29.95,29.83,29.96,29.93,30,29.97,29.92,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 17:54,52.07,58.62,59.22,59.36,60.06,0,0,56.47,46.6,0.01,60.34,60.31,7.15,7.18,7.08,7.13,7.15,7.1,7.17,7.1,6.97,7.06,7.11,7.03,,,,,,,,,,,,,24.384,25.225,8.498,9.399,26.517,30,30,19.88,30,30,6.937,4.204,5.616,4.775,21.502,20.601,3.483,0,0,10.12,0,0,23.063,25.796,0,0,0,0,0,0,0,0,0,0,0,0,29.89,29.93,29.87,30.01,30.02,29.76,29.96,29.87,29.92,29.94,29.93,29.94,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 17:55,46.23,58.97,59.08,60.19,57.05,0,0,54.63,44.44,0,59.59,60.57,7.15,7.18,7.08,7.13,7.16,7.11,7.17,7.1,6.97,7.06,7.11,7.02,,,,,,,,,,,,,26.066,25.375,8.649,9.429,26.817,30,30,20.511,30,30,6.907,4.114,3.934,4.625,21.351,20.571,3.183,0,0,9.489,0,0,23.093,25.886,0,0,0,0,0,0,0,0,0,0,0,0,29.93,29.94,29.98,29.89,30.01,29.82,29.85,29.88,29.92,30,29.99,29.97,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 17:56,45.15,59.83,59.33,60.23,60.17,0,0,56.39,41.91,0,59.26,59.69,7.15,7.18,7.08,7.13,7.16,7.11,7.18,7.11,6.98,7.07,7.11,7.02,,,,,,,,,,,,,28.979,25.556,8.859,9.369,27.117,30,30,21.381,30,30,7.027,4.114,1.021,4.444,21.141,20.631,2.883,0,0,8.619,0,0,22.973,25.886,0,0,0,0,0,0,0,0,0,0,0,0,29.87,29.85,30.01,29.95,29.86,29.98,29.94,29.96,30.07,29.97,30.03,29.99,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 17:57,51.66,59.38,59.36,59.93,60.77,0,0,58.9,38.57,0,59.96,59.12,7.16,7.18,7.08,7.13,7.17,7.11,7.18,7.11,6.98,7.08,7.1,7.02,,,,,,,,,,,,,30,25.616,8.979,9.339,27.177,30,30,21.922,30,30,7.057,4.204,0,4.384,21.021,20.661,2.823,0,0,8.078,0,0,22.943,25.796,0,0,0,0,0,0,0,0,0,0,0,0,30.02,29.95,29.87,30,29.94,30.05,29.99,29.94,30.02,29.91,29.96,30.03,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 17:58,58.98,58.78,60.13,59.62,58.37,0,0,60.56,35.97,0,60.11,58.29,7.16,7.19,7.09,7.13,7.17,7.12,7.19,7.12,6.99,7.08,7.11,7.02,,,,,,,,,,,,,30,25.736,9.009,9.369,27.207,30,30,21.982,30,30,7.057,4.444,0,4.264,20.991,20.631,2.793,0,0,8.018,0,0,22.943,25.556,0,0,0,0,0,0,0,0,0,0,0,0,30.06,29.98,29.94,29.96,30.01,29.86,29.97,29.9,29.88,30,29.97,30.03,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 17:59,62.85,58.28,60.82,58.77,59.39,0,0,62.17,32.47,0,60.04,58.23,7.17,7.19,7.08,7.13,7.18,7.12,7.19,7.12,6.98,7.08,7.11,7.02,,,,,,,,,,,,,30,26.096,8.919,9.58,27.297,30,30,21.622,30,30,7.027,4.745,0,3.904,21.081,20.42,2.703,0,0,8.378,0,0,22.973,25.255,0,0,0,0,0,0,0,0,0,0,0,0,30,30.01,29.95,29.97,30.05,29.81,29.95,29.92,30.05,29.91,29.99,30.03,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:00,65.89,58.43,60.29,59.66,59.39,0,0,60.84,29.19,0,59.61,59.49,7.17,7.19,7.08,7.13,7.18,7.13,7.19,7.12,6.99,7.09,7.11,7.02,,,,,,,,,,,,,30,26.426,8.739,9.73,27.447,30,30,21.321,30,30,7.087,4.925,0,3.574,21.261,20.27,2.553,0,0,8.679,0,0,22.913,25.075,0,0,0,0,0,0,0,0,0,0,0,0,30.06,30.02,30.05,30.08,30.05,29.89,30.14,30.05,30.02,29.95,29.97,30.05,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:01,68.1,59.11,59.89,60.8,55.36,0,0,57.27,25.54,0,59.32,59.97,7.17,7.2,7.09,7.14,7.18,7.12,7.2,7.12,7,7.09,7.11,7.03,,,,,,,,,,,,,29.309,26.637,8.679,9.67,27.958,30,30,21.562,30,30,7.147,4.955,0.691,3.363,21.321,20.33,2.042,0,0,8.438,0,0,22.853,25.045,0,0,0,0,0,0,0,0,0,0,0,0,30.02,30.03,29.99,29.99,30,30.1,30.07,30.03,29.93,29.96,29.94,30.04,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:02,66.49,59.21,59.51,61.33,56.99,0,0,56.1,22.24,0,59.81,60.98,7.18,7.2,7.08,7.14,7.18,7.13,7.21,7.13,7,7.09,7.11,7.03,,,,,,,,,,,,,28.288,26.727,8.739,9.52,28.589,30,30,22.042,30,30,7.237,4.805,1.712,3.273,21.261,20.48,1.411,0,0,7.958,0,0,22.763,25.195,0,0,0,0,0,0,0,0,0,0,0,0,30.09,29.92,30.08,29.96,30.08,30,29.83,30.13,30.04,30.03,30.09,30.03,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:03,60.71,59.47,58.63,61.86,57.03,0,0,55.47,18.4,0,59.91,60.55,7.18,7.2,7.09,7.14,7.19,7.13,7.21,7.13,7.01,7.1,7.11,7.03,,,,,,,,,,,,,27.658,26.817,8.949,9.159,29.069,30,30,22.853,30,30,7.267,4.625,2.342,3.183,21.051,20.841,0.931,0,0,7.147,0,0,22.733,25.375,0,0,0,0,0,0,0,0,0,0,0,0,29.87,30.03,30.06,30.01,30.03,30.01,29.87,30.04,29.98,29.98,29.97,29.99,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:04,54.31,59.45,58.57,61.58,62.04,0,0,57.83,12.75,0,59.78,59.03,7.18,7.2,7.09,7.14,7.2,7.14,7.22,7.14,7,7.1,7.11,7.03,,,,,,,,,,,,,28.228,26.847,9.249,8.829,29.069,30,30,23.453,30,30,7.297,4.655,1.772,3.153,20.751,21.171,0.931,0,0,6.547,0,0,22.703,25.345,0,0,0,0,0,0,0,0,0,0,0,0,29.93,29.93,30.08,29.98,29.93,29.91,29.91,29.94,30.03,30.02,29.95,29.96,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:05,52.01,59.3,59.72,60.15,62.25,0,0,59.22,9.16,0,59.58,58.94,7.18,7.2,7.09,7.14,7.2,7.14,7.22,7.14,7.01,7.11,7.11,7.03,,,,,,,,,,,,,29.61,26.967,9.399,8.739,28.679,30,30,23.724,30,30,7.327,4.865,0.39,3.033,20.601,21.261,1.321,0,0,6.276,0,0,22.673,25.135,0,0,0,0,0,0,0,0,0,0,0,0,29.91,30.04,29.91,29.95,29.96,29.99,30.05,29.97,29.97,29.96,29.96,29.98,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:06,52.54,58.96,60.41,58.16,60,0,0,60.22,6.52,0,59.52,58.97,7.19,7.21,7.09,7.14,7.2,7.14,7.06,7.15,7.01,7.11,7.12,7.04,,,,,,,Volume 0.010 ml Added From PlateID 24-well antifoam & acid Location Deck 4 Well B1 To Vessel 7 Location CS2,,,,,,30,27.087,9.369,8.949,28.168,30,30,23.724,30,30,7.387,5.135,0,2.913,20.631,21.051,1.832,0,0,6.276,0,0,22.613,24.865,0,0,0,0,0,0,0,0,0,0,0,0,30.05,29.98,29.98,30.06,30.03,29.81,30.07,29.82,29.98,29.9,29.96,29.89,,,,,,,0.01,,,,,,,,,,,,,,,,,
3/1/2022 18:07,53.55,58.66,60.8,58.55,60.34,0,0,61.44,3.16,0,59.57,59.58,7.19,7.21,7.09,7.15,7.21,7.15,7.06,7.15,7.02,7.12,7.12,7.04,,,,,,,,,,,,,30,27.357,9.189,9.279,28.168,30,30,23.664,30,30,7.477,5.345,0,2.643,20.811,20.721,1.832,0,0,6.336,0,0,22.523,24.655,0,0,0,0,0,0,0,0,0,0,0,0,30.03,30,29.97,30,29.94,29.9,30.01,29.95,30,30,29.91,29.95,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:08,54.94,59.5,60.51,59.9,56.12,0,0,62.17,0.75,0,60,59.85,7.19,7.21,7.09,7.15,7.21,7.15,7.07,7.15,7.02,7.12,7.12,7.04,,,,,,,,,,,,,30,27.538,9.129,9.429,28.589,30,30,23.333,30,30,7.477,5.375,0,2.462,20.871,20.571,1.411,0,0,6.667,0,0,22.523,24.625,0,0,0,0,0,0,0,0,0,0,0,0,30.09,29.93,29.92,29.93,30,29.93,29.98,30.01,29.97,30.01,29.98,29.95,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:09,55.99,61.59,59.75,60.59,58.18,0,0,61.98,0.28,0,60.06,61.05,7.19,7.22,7.1,7.15,7.22,7.15,7.08,7.16,7.02,7.12,7.12,7.04,,,,,,,,,,,,,30,27.417,9.129,9.369,28.919,30,30,23.003,30,30,7.447,5.285,0,2.583,20.871,20.631,1.081,0,0,6.997,0,0,22.553,24.715,0,0,0,0,0,0,0,0,0,0,0,0,29.99,29.97,29.95,29.91,29.97,29.91,29.97,29.99,29.96,29.96,30.05,29.94,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:10,56.73,61.21,59.08,61.01,57.03,0,0,62.21,0.16,0,59.82,60.78,7.2,7.21,7.09,7.15,7.22,7.15,7.09,7.16,7.03,7.13,7.12,7.04,,,,,,,,,,,,,30,27.117,9.219,9.189,29.249,30,30,22.673,30,30,7.508,5.045,0,2.883,20.781,20.811,0.751,0,0,7.327,0,0,22.492,24.955,0,0,0,0,0,0,0,0,0,0,0,0,30.07,30.05,29.91,30.01,29.97,29.99,30.08,30.06,30.08,29.99,30.11,30.01,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:11,57.51,63.74,59.14,60.63,58.09,0,0,61.56,0.14,0,59.37,59.58,7.19,6.95,7.09,7.15,6.99,7.16,7.09,7.16,7.04,7.13,7.12,7.04,,Volume 0.010 ml Added From PlateID 24-well antifoam & acid Location Deck 4 Well B1 To Vessel 2 Location CS2,,,Volume 0.010 ml Added From PlateID 24-well antifoam & acid Location Deck 4 Well B1 To Vessel 5 Location CS2,,,,,,,,30,26.607,9.429,9.009,29.73,30,30,22.222,30,30,7.598,5.075,0,3.393,20.571,20.991,0.27,0,0,7.778,0,0,22.402,24.925,0,0,0,0,0,0,0,0,0,0,0,0,30.05,30.02,29.89,30.01,30.03,29.94,29.97,30.07,29.81,30.01,30.07,30.06,,0.01,,,0.01,,,,,,,,,,,,,,,,,,,
3/1/2022 18:12,58.4,62.94,59.7,59.13,61.75,0,0,59.58,0.05,0,59.29,58,7.2,6.93,7.09,7.15,6.93,7.16,7.1,7.17,7.04,7.13,7.12,7.04,,,,,,,,,,,,,30,25.946,9.55,9.039,29.61,30,30,22.072,30,30,7.658,5.255,0,4.054,20.45,20.961,0.39,0,0,7.928,0,0,22.342,24.745,0,0,0,0,0,0,0,0,0,0,0,0,30.11,30.13,30.03,30.11,30.12,29.86,29.96,30,30.03,30.07,29.98,30.05,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:13,59.25,61.27,59.73,59.45,64.02,0,0,58.2,0.05,0,60.21,58.28,7.2,6.94,7.09,7.16,6.94,7.16,7.11,7.17,7.04,7.14,7.12,7.04,,,,,,,,,,,,,30,25.616,9.58,9.129,29.189,30,30,22.252,30,30,7.718,5.676,0,4.384,20.42,20.871,0.811,0,0,7.748,0,0,22.282,24.324,0,0,0,0,0,0,0,0,0,0,0,0,29.99,30.12,30.05,30.04,30.03,30.13,30.03,30.07,30.07,30,30.08,29.98,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:14,60.6,58.06,60.03,59.68,63.4,0,0,56.94,0.01,0,60.02,60.08,7.2,6.96,7.09,7.16,6.95,7.16,7.12,7.17,7.04,7.14,7.12,7.04,,,,,,,,,,,,,30,25.766,9.64,9.189,28.408,30,30,22.763,30,30,7.628,5.826,0,4.234,20.36,20.811,1.592,0,0,7.237,0,0,22.372,24.174,0,0,0,0,0,0,0,0,0,0,0,0,29.99,30.02,30.1,30.02,30.08,30.06,30.1,29.94,29.91,30.08,30.09,30.01,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:15,61.51,56.26,60.07,60.47,57.91,0,0,57.28,0,0,60.22,61.31,7.21,6.97,7.1,7.16,6.97,7.17,7.13,7.19,7.05,7.15,7.12,7.04,,,,,,,,,,,,,30,26.336,9.64,9.159,28.348,30,30,23.333,30,30,7.568,5.616,0,3.664,20.36,20.841,1.652,0,0,6.667,0,0,22.432,24.384,0,0,0,0,0,0,0,0,0,0,0,0,30.09,30.01,30.1,30.17,30.01,29.95,30.05,29.9,29.98,30,30.07,30.09,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:16,64.84,56.41,60.88,62.22,57.58,0,0,59.35,0,0,60.08,60.89,7.21,6.98,7.1,7.16,6.98,7.17,7.14,7.18,7.05,7.15,7.12,7.04,,,,,,,,,,,,,30,27.057,9.58,8.859,28.709,30,30,23.604,30,30,7.568,5.435,0,2.943,20.42,21.141,1.291,0,0,6.396,0,0,22.432,24.565,0,0,0,0,0,0,0,0,0,0,0,0,30.12,30.09,30.17,30.06,30,30.16,29.95,29.98,30.05,29.91,29.98,30.01,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:17,68.28,57.93,60.9,63.03,58.47,0,0,60.37,0,0,59.96,59.35,7.21,6.99,7.1,7.16,6.99,7.18,7.14,7.19,7.06,7.15,7.13,7.05,,,,,,,,,,,,,30,27.447,9.429,8.468,29.009,30,30,23.574,30,30,7.538,5.375,0,2.553,20.571,21.532,0.991,0,0,6.426,0,0,22.462,24.625,0,0,0,0,0,0,0,0,0,0,0,0,30.01,30.01,30.08,30.02,30.09,29.94,30,29.94,30.02,30.02,30.04,29.96,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:18,70.88,60.54,61.66,62.62,55.9,0,0,61.25,0,0,60.08,58.45,7.22,7,7.1,7.16,7.01,7.18,7.15,7.19,7.06,7.16,7.13,7.04,,,,,,,,,,,,,30,27.598,9.159,7.898,29.58,30,30,23.363,30,30,7.508,5.526,0,2.402,20.841,22.102,0.42,0,0,6.637,0,0,22.492,24.474,0,0,0,0,0,0,0,0,0,0,0,0,30.11,30.05,29.92,30.03,30.06,29.98,30,30.02,30.07,30.06,29.94,30.03,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:19,78.33,61.61,60.82,60.08,58.43,0,0,61.24,0,0,60,58.24,7.02,7.01,7.1,7.16,7.02,7.18,7.16,7.19,7.07,7.16,7.13,7.05,Volume 0.010 ml Added From PlateID 24-well antifoam & acid Location Deck 4 Well B1 To Vessel 1 Location CS2,,,,,,,,,,,,29.55,27.357,8.949,7.658,30,30,30,23.093,30,30,7.477,5.826,0.45,2.643,21.051,22.342,0,0,0,6.907,0,0,22.523,24.174,0,0,0,0,0,0,0,0,0,0,0,0,30.05,30.01,30,30.05,29.97,30.11,30.04,30.02,30.1,30.07,29.98,30.02,0.01,,,,,,,,,,,,,,,,,,,,,,,
3/1/2022 18:20,78.45,62.13,60.38,58.83,56.4,0,0,59.43,0,0,60.19,58.52,6.95,7.03,7.11,7.17,7.02,7.19,7.16,7.2,7.07,7.17,7.13,7.05,,,,,,,,,,,,,25.766,26.877,8.829,7.808,30,30,30,23.003,30,30,7.447,6.066,4.234,3.123,21.171,22.192,0,0,0,6.997,0,0,22.553,23.934,0,0,0,0,0,0,0,0,0,0,0,0,29.91,29.95,29.85,29.86,29.99,29.98,29.96,29.95,29.99,29.97,30,29.95,,,,,,,,,,,,,,,,,,,,,,,,
